part_name,price,quality_grade,year,oem_number,engine_code,mileage,brand,model,category,subcategory
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,5Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",310.0,A2,2013-2020,5Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",320.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",310.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,5Q0907379,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",310.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,300.0,A2,2009-2013,1K0907379,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",310.0,A1,2013-2020,5Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",310.0,A2,2013-2020,5Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",310.0,A1,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,300.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF V,300.0,A2,2004-2009,1K0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,3Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,3Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A1,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,5Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,5Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,5Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,3Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E",300.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,5Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",280.0,A2,2013-2020,5Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",280.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,270.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,270.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",300.0,A2,2013-2020,5Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,270.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,280.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,270.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",280.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,280.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",266.0,A2,2013-2020,5Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,270.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,260.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",266.0,A2,2013-2020,5Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,270.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",280.0,A3,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",275.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,270.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",266.0,A2,2013-2020,5Q0614517T5Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",280.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,250.0,A2,2009-2013,1K0907379,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,252.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,250.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,250.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,270.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,250.0,A2,2009-2013,1K0907379,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",248.9,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,250.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,250.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF V,250.0,A2,2004-2009,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",220.0,A1,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",235.6,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,220.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF V,220.0,A2,2004-2009,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,225.0,A2,2009-2013,1K0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF V,250.0,A2,2004-2009,,D6F,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
Unknown Part,,,,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,220.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,250.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,230.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",205.0,A2,2013-2020,5Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,204.0,A2,1998-2006,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,200.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,205.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,204.0,A2,1998-2006,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",200.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",212.8,A1,2013-2020,3Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,200.0,A1,1998-2006,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",205.0,A2,2013-2020,5Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",200.0,A2,2013-2020,,04E,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,190.0,A2,2009-2013,1K0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",200.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",185.0,A1,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF V,180.0,A2,2004-2009,1K0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,200.0,A2,1998-2006,1J0614117,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",200.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF V,200.0,A2,2004-2009,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",180.0,A2,2013-2020,5Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",185.0,A2,2013-2020,5Q0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",185.0,A1,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF V,170.0,A2,2004-2009,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",175.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",185.0,A2,2013-2020,5Q0907379,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,180.0,A2,1998-2006,1C0907379,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF V,170.0,A2,2004-2009,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,180.0,A2,1998-2006,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF V,170.0,A2,2004-2009,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,180.0,A2,1998-2006,1C0907379,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,170.0,A2,1998-2006,1J0614417,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF V,180.0,A2,2004-2009,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,150.0,A2,1998-2006,1C0907379,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,150.0,A2,1998-2006,1C0907379,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,163.0,A2,1998-2006,1J0698117,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF V,153.0,A2,2004-2009,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,150.0,A2,1998-2006,1C0907379,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,150.0,A2,1998-2006,1C0907379,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,150.0,A2,1998-2006,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,150.0,A2,1998-2006,1J0907379,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,150.0,A2,1998-2006,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,153.0,A2,1998-2006,1C0907379,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF V,142.5,A2,2004-2009,1K0907379,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
"ABS Hydraulikoneisto VW GOLF, E-GOLF VII",150.0,A2,2013-2020,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF V,150.0,A2,2004-2009,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF VI,150.0,A2,2009-2013,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF V,150.0,A2,2004-2009,1K0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,150.0,A2,1998-2006,1JO907379,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF V,142.5,A2,2004-2009,1K0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF III,122.0,A2,1992-1999,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,136.0,A2,1998-2006,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,130.0,A2,1998-2006,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,102.0,A2,1998-2006,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,120.0,A2,1998-2006,1C0907379,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,100.0,A2,1998-2006,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,120.0,A2,1998-2006,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,120.0,A2,1998-2006,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,120.0,A2,1998-2006,1C0907379,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,99.0,A2,1998-2006,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,100.0,A2,1998-2006,1C0907379,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,120.0,A2,1998-2006,1J0614517,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,120.0,A2,1998-2006,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,70.0,A2,1998-2006,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,86.0,A2,1998-2006,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,95.0,A2,1998-2006,1C0907375,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF III,68.4,A2,1992-1999,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,81.0,A2,1998-2006,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
ABS Hydraulikoneisto VW GOLF IV,81.0,A1,1998-2006,,,,VW,"Golf,-e_Golf",Jarrut,ABS Hydraulikoneisto
