feature,feature_group,mean_abs_shap,mean_shap,median_abs_shap,importance_share
model_firstreg_old_share,traficom_model_context,0.6290883434067555,-0.24133268530923577,0.18426673998994375,0.0015474832264890006
brand_median_power_kw,traficom_brand_context,0.6225566539908709,-0.22490899205225456,0.29778739763682094,0.0015314160398726027
model_total_registered,traficom_model_context,0.616603733235401,-0.26240782500607174,0.23304448799182864,0.0015167725559895263
brand_turbo_share,traficom_brand_context,0.5924562857631088,-0.19597584359433232,0.22986698949491258,0.0014573726794578211
brand_share_over_10y,traficom_brand_context,0.5894982332344708,-0.19460664869275912,0.2422816198432156,0.00145009621865686
model_mean_vehicle_age,traficom_model_context,0.58615015143138,-0.2167095950912539,0.35055529852845213,0.0014418603317810385
model_automatic_share,traficom_model_context,0.5842448435976257,-0.2418002233936972,0.2008703072782555,0.0014371734989300816
model_petrol_share,traficom_model_context,0.5633366049113927,-0.1582944085430513,0.27992994621652545,0.0013857416944761023
model_share_over_200k_km,traficom_model_context,0.5113564694637616,-0.18969015941884076,0.22957550626182638,0.0012578766838478165
brand_diesel_share,traficom_brand_context,0.4418026605238119,-0.1987653575228226,0.1400485057762671,0.001086782506374877
brand_median_vehicle_age,traficom_brand_context,0.418683188188087,-0.1750617183191968,0.19162798724988533,0.0010299113275972437
brand_firstreg_total_2014_2026,traficom_brand_context,0.4057088300805288,-0.14878074776471092,0.16236061595802312,0.0009979959348605418
brand_share_over_200k_km,traficom_brand_context,0.3644316425518865,-0.09061508195437785,0.09364560586214793,0.0008964589154471743
model_share_over_10y,traficom_model_context,0.3530131928297226,-0.04149828064781577,0.06507324104371946,0.0008683708740731003
brand_median_mileage,traficom_brand_context,0.35202134662279566,-0.1243656790656901,0.16872551162152377,0.000865931049230433
model_share_of_market,traficom_model_context,0.3289152882837803,-0.12879887471343057,0.11580768062482093,0.0008090928673047137
brand_petrol_share,traficom_brand_context,0.32708277204279845,-0.13202546127762232,0.10661232394262697,0.0008045850931980895
model_firstreg_peak_count,traficom_model_context,0.3126218293372665,-0.06575401356656324,0.07709241100910731,0.0007690128774503882
brand_share_of_market,traficom_brand_context,0.28955462433160145,-0.11204884140454588,0.12852858480298893,0.0007122702701483014
model_firstreg_total_2014_2026,traficom_model_context,0.27931339094299434,-0.04480148539163535,0.06458651982648007,0.0006870780422942534
model_median_power_kw,traficom_model_context,0.17812474252876007,-0.028254134459640926,0.06517864365403511,0.0004381658858805174
model_ev_share,traficom_model_context,0.176771903864287,-0.05718329680977554,0.08437431140140689,0.00043483806211242664
brand_is_known_model_family,traficom_brand_context,0.16894620481911093,0.005624605459580882,0.029699186999205266,0.0004155877642252016
model_median_engine_cc,traficom_model_context,0.14816004678010802,0.007516582190020615,0.03437903381869546,0.00036445626378392177
model_firstreg_year_span,traficom_model_context,0.0,0.0,0.0,0.0
brand_firstreg_year_span,traficom_brand_context,0.0,0.0,0.0,0.0
