part_name,brand,model,oem_number,listing_count,mean_price,median_price,std_price,price_variance,coefficient_of_variation,min_price,max_price,price_range
trailing link rear -(left rear lower),skoda,octavia,fi05028803a,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
air purifier -,toyota,corolla,fi27837687a,6,94.8,94.8,0.238,0.0567,0.0025,94.4,95.2,0.8
"gear regulator - , e-",vw,golf,fi06376738a,12,72.2,72.15,0.238,0.0567,0.0033,71.9,72.6,0.7
caliper bracket -,toyota,corolla,fi06376738a,6,72.2333,72.25,0.2357,0.0556,0.0033,71.9,72.6,0.7
trailing link rear -(left),toyota,corolla,fi06376738a,6,72.2333,72.25,0.2357,0.0556,0.0033,71.9,72.6,0.7
trailing link rear -(right),toyota,corolla,fi06376738a,6,72.2333,72.25,0.2357,0.0556,0.0033,71.9,72.6,0.7
"mass air-flow sensor - , e-",vw,golf,fi06376738a,12,78.1167,78.1,0.2339,0.0547,0.003,77.8,78.5,0.7
trailing link rear -(right),skoda,octavia,fi10331575a,5,71.04,71.0,0.2332,0.0544,0.0033,70.8,71.4,0.6
air purifier -,toyota,corolla,fi06376738a,5,78.18,78.2,0.2315,0.0536,0.003,77.8,78.5,0.7
air purifier -,skoda,octavia,fi09389104a,14,82.8714,82.85,0.2281,0.052,0.0028,82.6,83.3,0.7
ljusinställning lägesgivare -,skoda,octavia,fi32385945a,11,71.0455,71.0,0.2231,0.0498,0.0031,70.8,71.4,0.6
starter gasoline -,toyota,corolla,fi27837687a,10,94.72,94.7,0.2182,0.0476,0.0023,94.4,95.2,0.8
fuse box / electricity central -,skoda,octavia,fi23403240a,3,112.2,112.1,0.216,0.0467,0.0019,112.0,112.5,0.5
battery cable -,skoda,octavia,fi09515254a,6,71.05,71.05,0.2141,0.0458,0.003,70.8,71.4,0.6
battery cable -,skoda,octavia,fi10331575a,6,71.05,71.05,0.2141,0.0458,0.003,70.8,71.4,0.6
main cylinder -,skoda,octavia,fi09389104a,6,71.05,71.05,0.2141,0.0458,0.003,70.8,71.4,0.6
main cylinder -,skoda,octavia,fi10331575a,6,71.05,71.05,0.2141,0.0458,0.003,70.8,71.4,0.6
main cylinder -,skoda,octavia,fi23403240a,6,71.05,71.05,0.2141,0.0458,0.003,70.8,71.4,0.6
sensor steering -,toyota,corolla,fi06018105a,6,71.05,71.05,0.2141,0.0458,0.003,70.8,71.4,0.6
trailing link rear -(right upper),toyota,corolla,fi09389104a,6,71.05,71.05,0.2141,0.0458,0.003,70.8,71.4,0.6
trailing link rear -(right),toyota,corolla,fi09389104a,12,71.05,71.05,0.2141,0.0458,0.003,70.8,71.4,0.6
avgas temperaturgivare -,skoda,octavia,fi23403240a,6,61.55,61.55,0.2141,0.0458,0.0035,61.3,61.9,0.6
"trailing link rear - , e-(left)",vw,golf,fi10331575a,12,76.95,76.95,0.2141,0.0458,0.0028,76.7,77.3,0.6
"trailing link rear - , e-(right)",vw,golf,fi10331575a,6,76.95,76.95,0.2141,0.0458,0.0028,76.7,77.3,0.6
bränslepump styrenhet -,skoda,octavia,fi02042722a,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"crankshaft - , e-",vw,golf,fi03986645a,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
engine casing -,skoda,octavia,fi10331575a,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"engine casing - , e-",vw,golf,fi10331575a,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"engine casing - , e-(front)",vw,golf,fi23403240a,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"gear regulator - , e-",vw,golf,fi02154548a,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"ljusinställning lägesgivare - , e-",vw,golf,fi06292622a,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"ljusinställning lägesgivare - , e-(rear)",vw,golf,fi09389104a,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"pulley - , e-",vw,golf,fi03986645a,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
trailing link rear -(left),skoda,octavia,fi10331575a,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"pulley - , e-(exterior)",vw,golf,fi03986645a,24,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
crankshaft -,skoda,octavia,fi03986645a,12,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"ljusinställning lägesgivare - , e-",vw,golf,fi10331575a,12,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
trailing link rear -(left),skoda,octavia,fi05028803a,12,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"fuel filter / holder - , e-",vw,golf,fi10331575a,18,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
bränslepump styrenhet -,skoda,octavia,fi09515254a,6,63.9333,63.9,0.2134,0.0456,0.0033,63.7,64.3,0.6
"gear regulator - , e-",vw,golf,fi07265116a,6,63.9333,63.9,0.2134,0.0456,0.0033,63.7,64.3,0.6
"engine casing - , e-",vw,golf,fi09389104a,14,71.0857,71.0,0.21,0.0441,0.003,70.8,71.4,0.6
trailing link rear -(left),toyota,corolla,fi09389104a,13,71.0462,71.0,0.2061,0.0425,0.0029,70.8,71.4,0.6
rain sensor -,skoda,octavia,fi10331575a,4,94.575,94.5,0.2046,0.0419,0.0022,94.4,94.9,0.5
starter diesel -,toyota,corolla,fi10331575a,5,71.1,71.1,0.2,0.04,0.0028,70.8,71.4,0.6
shock absorbers rear -(rear),toyota,corolla,fi01853355a,12,60.4,60.45,0.2,0.04,0.0033,60.1,60.7,0.6
starter diesel -,toyota,corolla,fi15710056a,7,71.0429,71.0,0.199,0.0396,0.0028,70.8,71.4,0.6
"shock absorbers rear - , e-(rear)",vw,golf,fi01853355a,12,60.3667,60.35,0.1972,0.0389,0.0033,60.1,60.7,0.6
"air-flow sensor - , e-",vw,golf,fi06376738a,6,60.3667,60.35,0.1972,0.0389,0.0033,60.1,60.7,0.6
engine casing -,skoda,octavia,fi06376738a,6,60.3667,60.35,0.1972,0.0389,0.0033,60.1,60.7,0.6
"fuel filter / holder - , e-",vw,golf,fi01853355a,6,60.3667,60.35,0.1972,0.0389,0.0033,60.1,60.7,0.6
"gear regulator - , e-",vw,golf,fi01853355a,6,60.3667,60.35,0.1972,0.0389,0.0033,60.1,60.7,0.6
"sensor abs - , e-",vw,golf,fi06376738a,6,60.3667,60.35,0.1972,0.0389,0.0033,60.1,60.7,0.6
"shock absorbers rear - , e-(rear)",vw,golf,fi06376738a,6,60.3667,60.35,0.1972,0.0389,0.0033,60.1,60.7,0.6
valve cap -,skoda,octavia,fi06376738a,6,60.3667,60.35,0.1972,0.0389,0.0033,60.1,60.7,0.6
"bränslepump styrenhet - , e-",vw,golf,fi06294476a,5,55.08,55.0,0.1939,0.0376,0.0035,54.9,55.4,0.5
"shock absorbers rear - , e-(rear)",vw,golf,fi05351686a,5,59.18,59.1,0.1939,0.0376,0.0033,59.0,59.5,0.5
shock absorbers rear -(rear),toyota,corolla,fi06376738a,32,60.4,60.4,0.1936,0.0375,0.0032,60.1,60.7,0.6
caliper bracket -(left front),skoda,octavia,fi30987993a,5,59.2,59.2,0.1897,0.036,0.0032,59.0,59.5,0.5
"fuel tank injection - , e-",vw,golf,fi10331575a,5,88.7,88.7,0.1897,0.036,0.0021,88.5,89.0,0.5
rear sensor -,skoda,octavia,fi02042722a,5,59.2,59.2,0.1897,0.036,0.0032,59.0,59.5,0.5
hand brake lever -,skoda,octavia,fi05028803a,11,59.2182,59.3,0.185,0.0342,0.0031,59.0,59.5,0.5
caliper bracket -(right front),skoda,octavia,fi30987993a,11,59.2091,59.2,0.1832,0.0336,0.0031,59.0,59.5,0.5
"suspension - , e-(rear)",vw,golf,fi27837687a,17,59.1824,59.1,0.1823,0.0332,0.0031,59.0,59.5,0.5
"rear sensor - , e-",vw,golf,fi10331575a,10,59.19,59.15,0.1814,0.0329,0.0031,59.0,59.5,0.5
airbag krocksensor -,toyota,corolla,position,6,55.1167,55.15,0.1772,0.0314,0.0032,54.9,55.4,0.5
suspension -(rear),skoda,octavia,fi23403240a,6,52.0833,52.05,0.1772,0.0314,0.0034,51.9,52.4,0.5
valve cap -,skoda,octavia,fi06294476a,6,55.0833,55.05,0.1772,0.0314,0.0032,54.9,55.4,0.5
ljusinställning lägesgivare -(rear),skoda,octavia,fi06509801a,6,73.1167,73.15,0.1772,0.0314,0.0024,72.9,73.4,0.5
air purifier -,skoda,octavia,fi27837687a,6,94.6167,94.65,0.1772,0.0314,0.0019,94.4,94.9,0.5
"airbag krocksensor - , e-",vw,golf,fi06509801a,12,56.1833,56.15,0.1772,0.0314,0.0032,56.0,56.5,0.5
avgas temperaturgivare -,skoda,octavia,fi27837687a,12,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"coil - , e-",vw,golf,fi05351686a,12,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
gear box bracket -,skoda,octavia,fi09515254a,12,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"motor cushion - , e-",vw,golf,fi10331575a,12,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
shock absorbers rear -(rear),skoda,octavia,fi09515254a,12,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"suspension - , e-(rear)",vw,golf,fi06376738a,12,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"suspension - , e-(rear)",vw,golf,fi09389104a,12,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"suspension - , e-(rear)",vw,golf,fi10331575a,12,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"tank lid - , e-",vw,golf,fi05351686a,12,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"tank transmitters - , e-",vw,golf,fi09389104a,12,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"airbag krocksensor - , e-",vw,golf,fi06376738a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
avgas temperaturgivare -,skoda,octavia,fi06018105a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
coil -,skoda,octavia,fi05351686a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"fuel filter / holder - , e-",vw,golf,fi08409732a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
gear box bracket -,skoda,octavia,fi03986645a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
gear box bracket -(left front),skoda,octavia,fi23403240a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"hand brake lever - , e-",vw,golf,fi10331575a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"hand brake lever - , e-",vw,golf,fi22893129a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"ljusinställning lägesgivare - , e-(left rear)",vw,golf,fi27837687a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
motor bracket -,skoda,octavia,fi10331575a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"motor bracket - , e-",vw,golf,fi10331575a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"motor bracket - , e-",vw,golf,fi23403240a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"motor bracket - , e-(right)",vw,golf,fi09515254a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"motor cushion - , e-",vw,golf,fi02042722a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"motor cushion - , e-",vw,golf,fi05028803a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"motor cushion - , e-",vw,golf,fi06292622a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
parkeringshjälp frontsensor -,skoda,octavia,fi23857664a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"parking control unit - , e-",vw,golf,fi06292622a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
pulley -,skoda,octavia,fi02042722a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
pulley -,skoda,octavia,fi06292622a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"rear sensor - , e-",vw,golf,fi05351686a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"shock absorbers rear - , e-(rear)",vw,golf,fi09389104a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"shock absorbers rear - , e-(right rear)",vw,golf,fi32037991a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
shock absorbers rear -(rear),skoda,octavia,fi23857664a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"suspension - , e-(rear)",vw,golf,fi02154548a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
tank lid -,skoda,octavia,fi07713839a,6,56.1833,56.15,0.1772,0.0314,0.0032,56.0,56.5,0.5
"tank lid - , e-",vw,golf,fi23403240a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"tank lid - , e-(rear)",vw,golf,fi32037991a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
valve cap -,skoda,octavia,fi22893129a,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
engine casing -,skoda,octavia,fi09389104a,18,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
parkeringshjälp frontsensor -,skoda,octavia,fi02042722a,18,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
pulley -,skoda,octavia,fi09389104a,18,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
caliper bracket -(rear),skoda,octavia,fi06509801a,12,56.2167,56.25,0.1772,0.0314,0.0032,56.0,56.5,0.5
"motor bracket - , e-",vw,golf,fi07265116a,12,53.2833,53.25,0.1772,0.0314,0.0033,53.1,53.6,0.5
engine casing -,toyota,corolla,fi03986645a,18,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
airbag krocksensor -,skoda,octavia,fi05351686a,12,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
airbag krocksensor -(left front),skoda,octavia,fi05351686a,12,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
airbag krocksensor -(right front),skoda,octavia,fi05351686a,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
avgas temperaturgivare -,skoda,octavia,fi07265116a,6,53.2833,53.25,0.1772,0.0314,0.0033,53.1,53.6,0.5
caliper bracket -,toyota,corolla,fi07713839a,6,56.2167,56.25,0.1772,0.0314,0.0032,56.0,56.5,0.5
dragkrok styrenhet -(rear),skoda,octavia,fi23403240a,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
engine casing -,toyota,corolla,fi01853355a,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
engine casing -,toyota,corolla,fi06018105a,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
hand brake lever -,skoda,octavia,fi10331575a,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
pulley -,toyota,corolla,fi02042722a,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
pulley -,toyota,corolla,fi06292622a,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
pulley -,toyota,corolla,fi11042417a,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
sensor steering -,skoda,octavia,fi11042417a,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
shock absorbers rear -(left rear),toyota,corolla,fi22893129a,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
strut rear -(left rear),toyota,corolla,fi30987993a,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
strut rear -(left),toyota,corolla,fi30987993a,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
strut rear -(right),toyota,corolla,fi02154548a,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
strut rear -(right),toyota,corolla,fi32385945a,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
actuator loom -(left rear),toyota,corolla,fi06509801a,12,67.4833,67.45,0.1772,0.0314,0.0026,67.3,67.8,0.5
actuator loom -(left front),toyota,corolla,fi06509801a,6,67.4833,67.45,0.1772,0.0314,0.0026,67.3,67.8,0.5
actuator loom -(right front),toyota,corolla,fi06509801a,6,67.4833,67.45,0.1772,0.0314,0.0026,67.3,67.8,0.5
gear box bracket -,skoda,octavia,fi07265116a,6,55.4,55.4,0.1732,0.03,0.0031,55.2,55.7,0.5
rear sensor -,toyota,corolla,fi27837687a,19,59.2158,59.2,0.1725,0.0298,0.0029,59.0,59.5,0.5
caliper bracket -,toyota,corolla,fi06509801a,5,67.52,67.5,0.172,0.0296,0.0025,67.3,67.8,0.5
rear sensor -(interior),toyota,corolla,fi27837687a,13,59.2154,59.2,0.1703,0.029,0.0029,59.0,59.5,0.5
"parkeringshjälp frontsensor - , e-",vw,golf,fi27837687a,29,59.1724,59.1,0.17,0.0289,0.0029,59.0,59.5,0.5
distributors -,toyota,corolla,fi05351686a,3,94.9667,94.9,0.17,0.0289,0.0018,94.8,95.2,0.4
shock absorbers rear -(rear),toyota,corolla,fi06509801a,11,61.8818,61.9,0.1696,0.0288,0.0027,61.7,62.2,0.5
motor bracket -,skoda,octavia,fi09515254a,23,59.1696,59.1,0.1679,0.0282,0.0028,59.0,59.5,0.5
airbag krocksensor -,toyota,corolla,fi06018105a,14,59.2143,59.2,0.1641,0.0269,0.0028,59.0,59.5,0.5
hand brake lever -,skoda,octavia,fi02042722a,5,59.26,59.3,0.1625,0.0264,0.0027,59.0,59.5,0.5
airbag krocksensor -,toyota,corolla,fi06509801a,16,56.2125,56.2,0.1536,0.0236,0.0027,56.0,56.5,0.5
"fuse box / electricity central - , e-",vw,golf,fi05028803a,2,94.75,94.75,0.15,0.0225,0.0016,94.6,94.9,0.3
"battery cable - , e-",vw,golf,fi06292622a,10,47.35,47.35,0.15,0.0225,0.0032,47.2,47.6,0.4
"rear sensor- , e-",vw,golf,fi10331575a,2,59.15,59.15,0.15,0.0225,0.0025,59.0,59.3,0.3
"avgas temperaturgivare - , e-",vw,golf,fi23857664a,5,47.34,47.3,0.1497,0.0224,0.0032,47.2,47.6,0.4
"trailing link rear - , e-(right rear upper)",vw,golf,fi01853355a,5,47.34,47.3,0.1497,0.0224,0.0032,47.2,47.6,0.4
brake intensity regulator -,toyota,corolla,fi15710056a,15,47.36,47.4,0.1497,0.0224,0.0032,47.2,47.6,0.4
tank lid -,skoda,octavia,fi05028803a,5,47.36,47.4,0.1497,0.0224,0.0032,47.2,47.6,0.4
brake intensity regulator -,toyota,corolla,fi03986645a,10,47.36,47.4,0.1497,0.0224,0.0032,47.2,47.6,0.4
"caliper bracket - , e-(right front)",vw,golf,fi06509801a,6,50.5667,50.55,0.1491,0.0222,0.0029,50.4,50.8,0.4
coil -,skoda,octavia,fi30987993a,6,53.2667,53.25,0.1491,0.0222,0.0028,53.1,53.5,0.4
"gear box bracket - , e-",vw,golf,fi01853355a,6,53.2667,53.25,0.1491,0.0222,0.0028,53.1,53.5,0.4
motor cushion -,skoda,octavia,fi06018105a,6,53.2667,53.25,0.1491,0.0222,0.0028,53.1,53.5,0.4
"valve cap - , e-",vw,golf,fi06376738a,6,53.2667,53.25,0.1491,0.0222,0.0028,53.1,53.5,0.4
"valve cap - , e-",vw,golf,fi09515254a,6,53.2667,53.25,0.1491,0.0222,0.0028,53.1,53.5,0.4
"coil - , e-",vw,golf,fi22893129a,18,53.2667,53.25,0.1491,0.0222,0.0028,53.1,53.5,0.4
"hand brake lever - , e-",vw,golf,fi05028803a,12,53.2667,53.25,0.1491,0.0222,0.0028,53.1,53.5,0.4
caliper bracket -(left rear),toyota,corolla,fi30987993a,12,53.2833,53.3,0.1462,0.0214,0.0027,53.1,53.5,0.4
coil -,toyota,corolla,fi32037991a,12,53.2833,53.3,0.1462,0.0214,0.0027,53.1,53.5,0.4
hand brake lever -,skoda,octavia,fi09515254a,6,53.2833,53.3,0.1462,0.0214,0.0027,53.1,53.5,0.4
"trailing link rear - , e-(right upper)",vw,golf,fi10331575a,11,47.3455,47.3,0.1437,0.0207,0.003,47.2,47.6,0.4
"caliper bracket - , e-(left front)",vw,golf,fi06509801a,5,50.6,50.6,0.1414,0.02,0.0028,50.4,50.8,0.4
"gear box bracket - , e-",vw,golf,fi09515254a,5,53.3,53.3,0.1414,0.02,0.0027,53.1,53.5,0.4
suspension -(rear),skoda,octavia,fi09515254a,22,47.3545,47.35,0.1405,0.0198,0.003,47.2,47.6,0.4
shock absorbers rear -(rear),skoda,octavia,fi27837687a,15,47.3667,47.4,0.1398,0.0196,0.003,47.2,47.6,0.4
"gear box cushion - , e-",vw,golf,fi10331575a,24,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"belt tensioner for fan belt - , e-",vw,golf,fi03986645a,18,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"brake disc - , e-(front)",vw,golf,fi06292622a,12,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"brake disc - , e-(rear)",vw,golf,fi06292622a,12,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
carbon canister -,skoda,octavia,fi03986645a,12,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
coil -,skoda,octavia,fi32385945a,12,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"gear box bracket - , e-",vw,golf,fi10331575a,12,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
shock absorbers rear -(rear),skoda,octavia,fi22893129a,12,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
suspension -(rear),skoda,octavia,fi02042722a,12,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
tank lid -,skoda,octavia,fi27837687a,12,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"trailing link rear - , e-(left upper)",vw,golf,fi27837687a,12,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"airbag krocksensor - , e-(right front)",vw,golf,fi27837687a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"airbag krocksensor - , e-(right)",vw,golf,fi05351686a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
alternator bracket / accessories -,skoda,octavia,fi32385945a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"alternator bracket / accessories - , e-",vw,golf,fi06292622a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"alternator bracket / accessories - , e-",vw,golf,fi06376738a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"alternator bracket / accessories - , e-",vw,golf,fi09992720a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"alternator bracket / accessories - , e-",vw,golf,fi30987993a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"brake disc - , e-(rear)",vw,golf,fi27837687a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"caliper bracket - , e-(right rear)",vw,golf,fi30987993a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
carbon canister -,skoda,octavia,fi22893129a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
coil -,skoda,octavia,fi06376738a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"gear box bracket - , e-",vw,golf,fi05028803a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"gear box cushion - , e-",vw,golf,fi06292622a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
motor cushion -,skoda,octavia,fi09389104a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
suspension -(rear),skoda,octavia,fi27837687a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
tank lid -,skoda,octavia,fi05351686a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"tank lid - , e-",vw,golf,fi10331575a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"tank transmitters - , e-",vw,golf,fi27837687a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"thermostat housing / cap - , e-",vw,golf,fi30987993a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"trailing link rear - , e-(left rear upper)",vw,golf,fi01853355a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"trailing link rear - , e-(left upper)",vw,golf,fi09389104a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"trailing link rear - , e-(left upper)",vw,golf,fi10331575a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"trailing link rear - , e-(right upper)",vw,golf,fi09389104a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"trailing link rear - , e-(right upper)",vw,golf,fi27837687a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
valve cap -,skoda,octavia,fi06292622a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
valve cap -,skoda,octavia,fi09389104a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"valve cap - , e-",vw,golf,fi02042722a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"valve cap - , e-",vw,golf,fi06292622a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"valve cap - , e-",vw,golf,fi09389104a,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"belt tensioner for fan belt - , e-",vw,golf,fi09992720a,6,40.25,40.25,0.1384,0.0192,0.0034,40.1,40.5,0.4
fuel filter / holder -,toyota,corolla,fi11042417a,18,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
motor bracket -,toyota,corolla,fi15710056a,18,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
sensor steering -,skoda,octavia,fi02042722a,18,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
clutch cylinder main -,toyota,corolla,fi01853355a,12,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
gear box bracket -(rear),toyota,corolla,fi03986645a,12,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
piston / rod -,toyota,corolla,fi06292622a,12,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
abs control unit -,toyota,corolla,fi26167503a,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
airbag front sensor -(right front),toyota,corolla,fi05351686a,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
airbag front sensor -(right),toyota,corolla,fi03986645a,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
airbag front sensor -(right),toyota,corolla,fi06018105a,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
airbag front sensor -(right),toyota,corolla,fi30987993a,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
