component_id,component_size,product_id_count,identity_count,product_id_sample,identity_sample,min_row_index
product_id_part_name_brand_model_year_start_year_end_component_000045,34,9,2,"54187634, 56279319, 56321370, 58540693, 60095678, 60987037, 63128547, 65059226, 65209258",gear box 6 speed - | toyota | corolla | 2008 | 2012 || gear box 6 speed- | toyota | corolla | 2008 | 2012,4195
product_id_part_name_brand_model_year_start_year_end_component_000048,33,8,2,"54062472, 54210583, 54500179, 54504299, 54547503, 54585467, 57891268, 57897105",other relay - | toyota | corolla | 2002 | 2007 || other relay- | toyota | corolla | 2002 | 2007,3930
product_id_part_name_brand_model_year_start_year_end_component_000047,33,7,1,"53979568, 54243008, 56147885, 56935026, 57338371, 58398781, 62191587","drive shaft - , e-(right front) | vw | golf | 2013 | 2020",480
product_id_part_name_brand_model_year_start_year_end_component_000049,32,12,1,"54570238, 54570295, 54570367, 54570499, 54572869, 54573661, 54573914, 54575400, 54577513, 54583204, 54583967, 54584014",distributors vacuum regulator - | toyota | corolla | 1993 | 1997,4039
product_id_part_name_brand_model_year_start_year_end_component_000050,32,7,1,"54310660, 54326986, 54340197, 54346272, 54357747, 54367095, 54371010",air-flow sensor - | toyota | corolla | 2002 | 2007,4135
product_id_part_name_brand_model_year_start_year_end_component_000051,31,11,2,"59140468, 60058722, 61076256, 63310195, 63350253, 64466975, 64546429, 64597454, 65680832, 66209839, 66544294",passenger airbag - | toyota | corolla | 2019 | 2027 || passenger airbag- | toyota | corolla | 2019 | 2027,3815
product_id_part_name_brand_model_year_start_year_end_component_000054,31,6,2,"54151616, 60058715, 61070893, 63083764, 66424690, 66456417",abs hydraulic pump - | toyota | corolla | 2019 | 2027 || abs hydraulic pump- | toyota | corolla | 2019 | 2027,3877
product_id_part_name_brand_model_year_start_year_end_component_000055,31,6,2,"58954021, 60114204, 62991558, 62991561, 62991562, 62991563",deliverer - | toyota | corolla | 2002 | 2007 || deliverer- | toyota | corolla | 2002 | 2007,4090
product_id_part_name_brand_model_year_start_year_end_component_000052,31,6,1,"53607268, 61721306, 61751538, 61997837, 63127022, 66447576",brake servo - | toyota | corolla | 2019 | 2027,3862
product_id_part_name_brand_model_year_start_year_end_component_000053,31,6,1,"60058879, 65107261, 65399927, 65434802, 66220344, 66424831",main cylinder - | toyota | corolla | 2019 | 2027,3872
product_id_part_name_brand_model_year_start_year_end_component_000056,30,7,1,"58952159, 63136980, 63199756, 63225719, 63372058, 64336640, 64390201","contact roll airbag - , e- | vw | golf | 2013 | 2020",0
product_id_part_name_brand_model_year_start_year_end_component_000067,30,7,1,"53403168, 54222822, 54272328, 55905906, 57886776, 58398729, 65116468","alternator - , e- | vw | golf | 2013 | 2020",266
product_id_part_name_brand_model_year_start_year_end_component_000087,30,7,1,"56800137, 59673805, 60445612, 60973010, 62661162, 62744962, 66395040",engine diesel - | skoda | octavia | 2013 | 2020,7974
product_id_part_name_brand_model_year_start_year_end_component_000079,30,6,2,"53392094, 53402374, 53991650, 54224758, 61759379, 65718767",brake servo - | skoda | octavia | 2013 | 2020 || brake servo- | skoda | octavia | 2013 | 2020,7765
product_id_part_name_brand_model_year_start_year_end_component_000058,30,6,1,"53938228, 54223147, 54270529, 54433079, 60055306, 64528096","abs hydraulic aggregate - , e- | vw | golf | 2013 | 2020",51
product_id_part_name_brand_model_year_start_year_end_component_000064,30,5,2,"53458852, 53467208, 53469091, 53486158, 53491539","parkeringshjälp frontsensor - , e- | vw | golf | 2013 | 2020 || parkeringshjälp frontsensor- , e- | vw | golf | 2013 | 2020",161
product_id_part_name_brand_model_year_start_year_end_component_000066,30,5,2,"53995131, 54014373, 54027459, 54057005, 61114117","signal horn - , e- | vw | golf | 2009 | 2013 || signal horn- , e- | vw | golf | 2009 | 2013",178
product_id_part_name_brand_model_year_start_year_end_component_000070,30,5,2,"54070809, 54253076, 54268111, 54361570, 64667063","drive shaft - , e-(right rear) | vw | golf | 2013 | 2020 || drive shaft- , e-(right rear) | vw | golf | 2013 | 2020",477
product_id_part_name_brand_model_year_start_year_end_component_000073,30,5,2,"61766032, 63047746, 65257613, 65399936, 66547815",injection control unit - | toyota | corolla | 2019 | 2027 || injection control unit- | toyota | corolla | 2019 | 2027,3920
product_id_part_name_brand_model_year_start_year_end_component_000077,30,5,2,"54280175, 54292142, 56974726, 57597013, 59309175",passenger airbag - | skoda | octavia | 2013 | 2020 || passenger airbag- | skoda | octavia | 2013 | 2020,7694
product_id_part_name_brand_model_year_start_year_end_component_000080,30,5,2,"54040619, 54040892, 54041498, 54047336, 54069056",abs hydraulic pump - | skoda | octavia | 2013 | 2020 || abs hydraulic pump- | skoda | octavia | 2013 | 2020,7785
product_id_part_name_brand_model_year_start_year_end_component_000081,30,5,2,"54432495, 55039443, 62638840, 62886295, 64295714",komfort styrdon - | skoda | octavia | 2013 | 2020 || komfort styrdon- | skoda | octavia | 2013 | 2020,7830
product_id_part_name_brand_model_year_start_year_end_component_000084,30,5,2,"55136030, 62013012, 62013022, 62013028, 64632985",ignition diesel relay - | skoda | octavia | 2005 | 2013 || ignition diesel relay- | skoda | octavia | 2005 | 2013,7890
product_id_part_name_brand_model_year_start_year_end_component_000085,30,5,2,"53430480, 53998555, 57336307, 58994403, 60048809",airbag control unit - | skoda | octavia | 2013 | 2020 || airbag control unit- | skoda | octavia | 2013 | 2020,7915
product_id_part_name_brand_model_year_start_year_end_component_000089,30,5,2,"54214835, 54239478, 56394913, 59572701, 60507006",starter gasoline - | skoda | octavia | 2013 | 2020 || starter gasoline- | skoda | octavia | 2013 | 2020,7996
product_id_part_name_brand_model_year_start_year_end_component_000091,30,5,2,"54068941, 54418779, 54418782, 54434254, 54447415",motor bracket - | skoda | octavia | 2013 | 2020 || motor bracket- | skoda | octavia | 2013 | 2020,8044
product_id_part_name_brand_model_year_start_year_end_component_000095,30,5,2,"53490848, 53593156, 54241390, 54481797, 55801303",gear box 6 speed - | skoda | octavia | 2013 | 2020 || gear box 6 speed- | skoda | octavia | 2013 | 2020,8180
product_id_part_name_brand_model_year_start_year_end_component_000096,30,5,2,"53367213, 54669113, 62657264, 62896866, 66432442",rear axle - | skoda | octavia | 2013 | 2020 || rear axle- | skoda | octavia | 2013 | 2020,8220
product_id_part_name_brand_model_year_start_year_end_component_000057,30,5,1,"56985881, 58796753, 60960501, 60981203, 64306530","knee - , e- | vw | golf | 2013 | 2020",39
product_id_part_name_brand_model_year_start_year_end_component_000059,30,5,1,"54221225, 57338396, 63233983, 63445331, 65116750","brake caliper - , e-(left rear) | vw | golf | 2013 | 2020",66
product_id_part_name_brand_model_year_start_year_end_component_000060,30,5,1,"53985126, 54036564, 54044560, 54048685, 57338381","abs hydraulic pump - , e- | vw | golf | 2013 | 2020",111
product_id_part_name_brand_model_year_start_year_end_component_000061,30,5,1,"58798477, 59757960, 60721444, 63197509, 65711229","adaptiv farthållare sensor - , e- | vw | golf | 2013 | 2020",121
product_id_part_name_brand_model_year_start_year_end_component_000062,30,5,1,"53458214, 53472320, 53500718, 56744090, 59734341","injection control unit - , e- | vw | golf | 2013 | 2020",141
product_id_part_name_brand_model_year_start_year_end_component_000063,30,5,1,"54059287, 54068339, 54500484, 54500496, 65219914","other relay - , e- | vw | golf | 1998 | 2006",156
product_id_part_name_brand_model_year_start_year_end_component_000065,30,5,1,"54049705, 54049714, 56857329, 58050859, 58348027","sensor steering - , e- | vw | golf | 2004 | 2009",173
product_id_part_name_brand_model_year_start_year_end_component_000068,30,5,1,"53368462, 53429849, 58737655, 63205720, 65116265","engine gasoline - , e- | vw | golf | 2013 | 2020",288
product_id_part_name_brand_model_year_start_year_end_component_000069,30,5,1,"54100052, 54124986, 54124988, 54125831, 54142915","piston / rod - , e- | vw | golf | 2004 | 2009",368
product_id_part_name_brand_model_year_start_year_end_component_000071,30,5,1,"53463140, 53593831, 53997371, 54025922, 62191263","gear box 6 speed - , e- | vw | golf | 2013 | 2020",509
product_id_part_name_brand_model_year_start_year_end_component_000072,30,5,1,"53399687, 53401366, 55067193, 65661352, 65682704","wheel bearing spindle shaft - , e-(right rear) | vw | golf | 2013 | 2020",621
product_id_part_name_brand_model_year_start_year_end_component_000074,30,5,1,"54327539, 54443287, 62465248, 63006838, 65106415",rubber bellow / tube - | toyota | corolla | 2002 | 2007,4140
product_id_part_name_brand_model_year_start_year_end_component_000075,30,5,1,"54469818, 54472631, 54473017, 54478903, 54480215",strut bearing rear -(rear) | toyota | corolla | 1988 | 1992,4281
product_id_part_name_brand_model_year_start_year_end_component_000076,30,5,1,"54289853, 55500795, 56974731, 59692310, 59856778",knee - | skoda | octavia | 2013 | 2020,7689
product_id_part_name_brand_model_year_start_year_end_component_000078,30,5,1,"53485816, 53492208, 54689453, 60484632, 63439417",curtain airbags -(left) | skoda | octavia | 2013 | 2020,7704
product_id_part_name_brand_model_year_start_year_end_component_000082,30,5,1,"53583320, 53588042, 53596792, 54531569, 54684184",sensor steering - | skoda | octavia | 2005 | 2013,7860
product_id_part_name_brand_model_year_start_year_end_component_000083,30,5,1,"53520193, 53549530, 59572698, 64295796, 65876184",battery cable - | skoda | octavia | 2013 | 2020,7875
product_id_part_name_brand_model_year_start_year_end_component_000086,30,5,1,"54233068, 54280176, 54447421, 62238843, 62240132",alternator - | skoda | octavia | 2013 | 2020,7964
product_id_part_name_brand_model_year_start_year_end_component_000088,30,5,1,"53401025, 53490851, 53494115, 59769350, 59769471",starter diesel - | skoda | octavia | 2013 | 2020,7991
product_id_part_name_brand_model_year_start_year_end_component_000090,30,5,1,"54205365, 54238202, 54297434, 54307932, 63300312",valve cap - | skoda | octavia | 2005 | 2013,8011
product_id_part_name_brand_model_year_start_year_end_component_000092,30,5,1,"54205411, 54205412, 61920905, 61920918, 61920928",deliverer - | skoda | octavia | 2005 | 2013,8059
product_id_part_name_brand_model_year_start_year_end_component_000093,30,5,1,"54218705, 54222472, 54998917, 55487905, 61839231",fuel distributor - | skoda | octavia | 2013 | 2020,8069
product_id_part_name_brand_model_year_start_year_end_component_000094,30,5,1,"53555100, 53678716, 54139308, 54582424, 64858611",fly wheel manual - | skoda | octavia | 2005 | 2013,8170
product_id_part_name_brand_model_year_start_year_end_component_000100,29,9,1,"59140469, 60058723, 63041911, 63350256, 63461617, 64546410, 65257590, 65680798, 66448274",steering wheel airbag - | toyota | corolla | 2019 | 2027,3820
product_id_part_name_brand_model_year_start_year_end_component_000101,29,9,1,"53832121, 53917707, 53941082, 54015932, 54075417, 54547852, 54556139, 54578670, 54659260",airbag front sensor -(left) | toyota | corolla | 1998 | 2001,3902
product_id_part_name_brand_model_year_start_year_end_component_000102,29,9,1,"53612965, 54016343, 54016497, 54034176, 54143186, 54522220, 54777219, 60114021, 62989066",fuel filter / holder - | toyota | corolla | 2002 | 2007,4124
product_id_part_name_brand_model_year_start_year_end_component_000098,29,6,2,"54025932, 54054788, 54228590, 58360841, 61922680, 63021622","engine diesel - , e- | vw | golf | 2013 | 2020 || engine diesel- , e- | vw | golf | 2013 | 2020",283
product_id_part_name_brand_model_year_start_year_end_component_000097,29,5,1,"53389308, 53447977, 54390343, 56454556, 63356798","brake servo - , e- | vw | golf | 2013 | 2020",91
product_id_part_name_brand_model_year_start_year_end_component_000099,29,5,1,"53393680, 53894970, 53894983, 53905737, 66459895","rear axle - , e- | vw | golf | 2013 | 2020",554
product_id_part_name_brand_model_year_start_year_end_component_000104,28,13,2,"53606551, 53886312, 54145488, 58718927, 60061114, 60467442, 61092453, 62404893, 63017018, 63125341, 65257625, 65399921 ... (+1 more)",gear lever - | toyota | corolla | 2019 | 2027 || gear lever- | toyota | corolla | 2019 | 2027,4182
product_id_part_name_brand_model_year_start_year_end_component_000103,28,8,1,"53431833, 53475815, 53727895, 53729179, 53729180, 53874568, 58433455, 63233175",mass air-flow sensor - | toyota | corolla | 2002 | 2007,4108
product_id_part_name_brand_model_year_start_year_end_component_000105,28,8,1,"53706183, 54389246, 54389284, 54389563, 54389838, 54389885, 55161317, 58730036",shock absorbers rear -(rear) | toyota | corolla | 2002 | 2007,4215
product_id_part_name_brand_model_year_start_year_end_component_000106,27,12,1,"53472131, 53484104, 53573229, 53581161, 53691366, 53835769, 53966531, 53999838, 54400530, 54568070, 63109721, 65196219",knee - | toyota | corolla | 2008 | 2012,3812
product_id_part_name_brand_model_year_start_year_end_component_000107,27,12,1,"53461881, 53650419, 53832045, 54071642, 54531250, 54531561, 54532022, 54532302, 56093599, 61038379, 62496268, 65701404",insp.pump diesel control unit - | toyota | corolla | 2002 | 2007,3990
product_id_part_name_brand_model_year_start_year_end_component_000108,27,7,2,"53817670, 53827266, 54395144, 54515278, 54528400, 62465201, 63181386",clutch cylinder main - | toyota | corolla | 2002 | 2007 || clutch cylinder main- | toyota | corolla | 2002 | 2007,4185
product_id_part_name_brand_model_year_start_year_end_component_000110,26,12,1,"53400892, 53413369, 53889068, 54560231, 54777180, 59855589, 60930698, 61139026, 63216307, 64929292, 65145107, 66739627",gear box 5 speed - | toyota | corolla | 2002 | 2007,4176
product_id_part_name_brand_model_year_start_year_end_component_000109,26,11,1,"53696108, 53715029, 54063166, 54068576, 54469879, 54527905, 54684107, 54684257, 55491149, 55583541, 57199589",power steering control unit - | toyota | corolla | 2002 | 2007,3935
product_id_part_name_brand_model_year_start_year_end_component_000111,26,5,1,"54109610, 56026114, 63620454, 65781920, 66402915",adaptiv farthållare sensor - | skoda | octavia | 2013 | 2020,7795
product_id_part_name_brand_model_year_start_year_end_component_000112,25,10,1,"53596126, 53856491, 53856614, 53928362, 58712351, 61076273, 62133431, 63019913, 63126049, 64597414",contact roll airbag - | toyota | corolla | 2019 | 2027,3790
product_id_part_name_brand_model_year_start_year_end_component_000114,25,10,1,"53897787, 54552575, 54558254, 54558373, 54559216, 54560130, 54561122, 54572494, 54576365, 54585046",sensor abs - | toyota | corolla | 1998 | 2001,3942
product_id_part_name_brand_model_year_start_year_end_component_000115,25,10,1,"53365006, 53365016, 53368241, 53657292, 53728297, 53884324, 53996296, 54010499, 54348690, 58974428",engine diesel - | toyota | corolla | 2002 | 2007,4034
product_id_part_name_brand_model_year_start_year_end_component_000113,25,5,1,"54574587, 54579182, 54580238, 54597165, 54617886",brake intensity regulator - | toyota | corolla | 2002 | 2007,3882
product_id_part_name_brand_model_year_start_year_end_component_000140,24,14,2,"53853721, 53853777, 53859811, 53859812, 53881584, 54248598, 58825523, 58825992, 60410274, 61070966, 61076248, 61749414 ... (+2 more)",shock absorbers rear -(rear) | toyota | corolla | 2019 | 2027 || shock absorbers rear-(rear) | toyota | corolla | 2019 | 2027,4210
product_id_part_name_brand_model_year_start_year_end_component_000138,24,9,1,"59245086, 59245089, 60132894, 61769058, 61769059, 61769263, 61769264, 63054383, 63054399",airbag krocksensor - | toyota | corolla | 2019 | 2027,3962
product_id_part_name_brand_model_year_start_year_end_component_000139,24,9,1,"53677350, 54533387, 54612069, 54634256, 54679094, 55544010, 58397284, 58423332, 62470766",engine casing - | toyota | corolla | 2002 | 2007,4044
product_id_part_name_brand_model_year_start_year_end_component_000156,24,6,1,"53369814, 53696921, 54501220, 55842813, 61419210, 65598058",inter axle compl. - | skoda | octavia | 2005 | 2013,8205
product_id_part_name_brand_model_year_start_year_end_component_000155,24,5,2,"57067071, 59077369, 59913951, 60522419, 66906976",gear distributor box - | skoda | octavia | 2013 | 2020 || gear distributor box- | skoda | octavia | 2013 | 2020,8192
product_id_part_name_brand_model_year_start_year_end_component_000120,24,5,1,"53984806, 54021478, 54038439, 54066811, 61114227","battery cable - , e- | vw | golf | 2009 | 2013",188
product_id_part_name_brand_model_year_start_year_end_component_000117,24,4,2,"58383840, 58952165, 62029253, 64491408","brake caliper - , e-(right front) | vw | golf | 2013 | 2020 || brake caliper- , e-(right front) | vw | golf | 2013 | 2020",61
product_id_part_name_brand_model_year_start_year_end_component_000118,24,4,2,"54221227, 54332512, 63233982, 63445334","brake caliper - , e-(right rear) | vw | golf | 2013 | 2020 || brake caliper- , e-(right rear) | vw | golf | 2013 | 2020",71
